property_type,society,sector,price,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,area,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,siddhartha apartment,sector 95,1.1 Crore,4327.0,Carpet area: 2542 (236.16 sq.m.),4,3,3,9.0,North,1 to 5 Year Old,,,,2542.0,0,1,0,0,1,0,22
flat,m3m soulitude,sector 89,1.32 Crore,16923.0,Carpet area: 780 (72.46 sq.m.),3,3,3,1.0,,Dec 2023,,,,780.0,0,0,0,0,0,0,45
flat,trisara our homes 3,sohna road,38 Lac,6312.0,Built Up area: 602 (55.93 sq.m.),2,2,2,1.0,,undefined,,,602.0,,0,0,0,0,0,0,0
flat,vatika sovereign park,sector 99,3.25 Crore,9672.0,Super Built up area 3360(312.15 sq.m.),4,4,3+,2.0,,Within 3 months,,3360.0,,,0,1,0,0,0,0,123
flat,m3m capital,sector 113,2.9 Crore,12619.0,Carpet area: 2298 (213.49 sq.m.),4,4,3+,11.0,North,Jan 2025,,,,2298.0,1,1,0,0,0,0,49
flat,godrej frontier,sector 80,1.4 Crore,6189.0,Super Built up area 2262(210.15 sq.m.)Built Up area: 1922 sq.ft. (178.56 sq.m.)Carpet area: 1634 sq.ft. (151.8 sq.m.),3,4,2,6.0,South,5 to 10 Year Old,,2262.0,1922.0,1634.0,0,1,0,1,0,0,111
flat,signature global city 81,sector 81,96 Lac,9767.0,Carpet area: 1075 (99.87 sq.m.),2,2,2,1.0,,Jun 2024,,,,1075.0,0,0,0,0,0,0,49
flat,professional society,manesar,75 Lac,3067.0,Carpet area: 2445 (227.15 sq.m.),3,4,3,3.0,East,1 to 5 Year Old,,,,2445.0,0,1,0,0,0,0,21
house,vipul tatvam villa,sector 48,6.4,24691.0,Plot area 288(240.8 sq.m.)Built Up area: 240 sq.yards (200.67 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),3,4,3,2.0,North,1 to 5 Year Old,2592.0,,240.0,200.0,1,1,1,0,0,1,148
flat,parsvnath exotica,sector 53,6.5 Crore,19174.0,Super Built up area 3390(314.94 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),4,5,3+,10.0,South,1 to 5 Year Old,,3390.0,3000.0,2500.0,1,1,0,1,0,1,174
house,,sector 7,0.66,12000.0,Plot area 550(51.1 sq.m.),3,1,1,3.0,East,1 to 5 Year Old,550.0,,550.0,,0,0,0,0,1,0,22
house,international city by sobha phase 1,sector 109,5.7,10556.0,Plot area 600(501.68 sq.m.),4,5,3+,3.0,East,1 to 5 Year Old,5400.0,,600.0,,1,1,1,1,0,0,160
flat,pioneer araya,sector 62,7.56 Crore,18000.0,Built Up area: 4200 (390.19 sq.m.),4,4,3+,23.0,West,1 to 5 Year Old,,,4200.0,,0,1,0,1,0,1,87
flat,m3m golfestate,sector 65,4.95 Crore,15906.0,Super Built up area 3112(289.11 sq.m.),3,3,3,10.0,North,1 to 5 Year Old,,3112.0,,,0,1,0,0,0,1,82
flat,paras dews,sector 106,1.15 Crore,6052.0,Super Built up area 1900(176.52 sq.m.)Built Up area: 1305 sq.ft. (121.24 sq.m.)Carpet area: 1173 sq.ft. (108.98 sq.m.),3,4,3,5.0,North-West,1 to 5 Year Old,,1900.0,1305.0,1173.0,1,1,0,0,0,0,49
flat,dlf regency park,sector 28,2.26 Crore,13696.0,Super Built up area 1777(165.09 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,2,19.0,East,10+ Year Old,,1777.0,1700.0,1650.0,0,1,0,0,0,0,158
flat,ats kocoon,sector 109,2.95 Crore,10350.0,Built Up area: 3150 (292.64 sq.m.)Carpet area: 2850 sq.ft. (264.77 sq.m.),4,4,3+,7.0,South-East,1 to 5 Year Old,,,3150.0,2850.0,0,1,1,0,0,1,158
flat,the cocoon,dwarka expressway,2 Crore,13333.0,Super Built up area 1500(139.35 sq.m.),3,3,3,5.0,,0 to 1 Year Old,,1500.0,,,0,0,0,0,0,0,0
house,,sector 3,0.68,3874.0,Built Up area: 1755 (163.04 sq.m.),5,3,0,1.0,,undefined,1755.0,,1755.0,,0,0,0,0,0,0,0
house,,sector 70a,2.1,35000.0,Carpet area: 600 (55.74 sq.m.),3,2,1,3.0,,0 to 1 Year Old,600.0,,,600.0,0,0,0,0,0,0,0
flat,orris aster court premier,sector 85,1.49 Crore,5820.0,Super Built up area 2560(237.83 sq.m.)Built Up area: 2017 sq.ft. (187.39 sq.m.)Carpet area: 1890 sq.ft. (175.59 sq.m.),4,5,3+,10.0,East,1 to 5 Year Old,,2560.0,2017.0,1890.0,0,1,0,0,0,1,84
flat,hcbs sports ville,sohna road,22 Lac,3142.0,Carpet area: 700 (65.03 sq.m.),1,1,1,1.0,,0 to 1 Year Old,,,,700.0,0,0,0,0,0,0,86
flat,apna enclave,sector 3,50 Lac,7692.0,Carpet area: 650 (60.39 sq.m.),2,2,1,1.0,West,10+ Year Old,,,,650.0,0,0,0,0,0,1,37
house,,sector 4,4.12,8889.0,Plot area 515(430.61 sq.m.),2,1,3+,,,5 to 10 Year Old,4635.0,,515.0,,0,0,0,0,0,0,0
house,,sector 49,4.5,15625.0,Plot area 320(267.56 sq.m.),8,8,3,3.0,North-East,5 to 10 Year Old,2880.0,,320.0,,1,1,1,1,0,2,151
flat,ireo victory valley,sector 67,2.95 Crore,12235.0,Super Built up area 2411(223.99 sq.m.)Carpet area: 1906 sq.ft. (177.07 sq.m.),3,3,3,10.0,North-West,1 to 5 Year Old,,2411.0,,1906.0,0,1,0,0,0,1,174
flat,umang winter hills,sector 77,92 Lac,5049.0,Super Built up area 1822(169.27 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3,17.0,North-East,1 to 5 Year Old,,1822.0,,1400.0,0,0,0,0,1,1,49
flat,tarc maceo,sector 91,1.8 Crore,7758.0,Carpet area: 2320 (215.54 sq.m.),4,3,3+,0.0,North,1 to 5 Year Old,,,,2320.0,1,0,0,1,0,2,45
flat,tulip violet,sector 69,2 Crore,9583.0,Super Built up area 2087(193.89 sq.m.),4,4,2,0.0,South-East,1 to 5 Year Old,,2087.0,,,0,0,0,0,0,0,157
flat,emaar mgf emerald floors premier,sector 65,2.55 Crore,15454.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,3,3,3.0,West,1 to 5 Year Old,,1650.0,,1300.0,1,1,0,0,0,0,21
house,,sector 36,0.75,6938.0,Built Up area: 1081 (100.43 sq.m.),3,1,0,1.0,,undefined,1081.0,,1081.0,,0,0,0,0,0,0,0
flat,vatika gurgaon,sector 83,1.12 Crore,6455.0,Super Built up area 1735(161.19 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1126 sq.ft. (104.61 sq.m.),3,3,2,4.0,South-East,1 to 5 Year Old,,1735.0,1200.0,1126.0,1,1,1,1,0,1,165
flat,dlf the primus,sector 82a,1.59 Crore,10338.0,Super Built up area 1799(167.13 sq.m.)Carpet area: 1538 sq.ft. (142.88 sq.m.),3,3,3+,5.0,North-East,1 to 5 Year Old,,1799.0,,1538.0,0,0,0,0,1,2,167
house,,sector 50,5.0,232.0,Plot area 2(1011.71 sq.m.),6,5,3+,2.0,,0 to 1 Year Old,215517.0,,2.0,,1,1,0,1,1,1,0
house,adani brahma samsara,sector 60,18.02,28200.0,Built Up area: 6390 (593.65 sq.m.),9,12,3+,3.0,North-East,1 to 5 Year Old,6390.0,,6390.0,,0,1,0,0,0,1,146
flat,the roselia 2,sector 95,Price on Request,,Carpet area: 593 (55.09 sq.m.),2,2,2,14.0,,undefined,,,,593.0,0,0,0,0,0,0,0
flat,unitech heritage city,sector 14,4.26 Crore,13108.0,Built Up area: 3250 (301.93 sq.m.),4,4,0,9.0,,undefined,,,3250.0,,0,0,0,0,0,0,0
flat,signature global orchard avenue,sector 93,40 Lac,7359.0,Carpet area: 543.53 (50.5 sq.m.),2,2,2,11.0,,0 to 1 Year Old,,,,543.57695,0,0,0,0,0,0,37
flat,microtek greenburg,sector 86,1.45 Crore,9797.0,Built Up area: 1480 (137.5 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),3,2,3,8.0,North-East,1 to 5 Year Old,,,1480.0,1050.0,0,0,0,0,0,2,72
house,,sector 40,12.0,38986.0,Plot area 342(285.96 sq.m.),16,16,3+,4.0,,0 to 1 Year Old,3078.0,,342.0,,1,1,1,1,0,1,0
flat,eldeco accolade,sector 33,1.2 Crore,8043.0,Built Up area: 1492 (138.61 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2,2,2,0.0,,undefined,,,1492.0,849.0,0,0,0,0,0,0,56
flat,imperia the esfera,sector 37c,70 Lac,4879.0,Super Built up area 1435(133.32 sq.m.),2,3,3+,12.0,North,Under Construction,,1435.0,,,1,0,0,0,1,0,58
flat,experion windchants,sector 112,5.31 Crore,11204.0,Super Built up area 4739(440.27 sq.m.)Built Up area: 3573.33 sq.ft. (331.97 sq.m.)Carpet area: 3400 sq.ft. (315.87 sq.m.),4,6,3+,15.0,South,1 to 5 Year Old,,4739.0,3573.33,3400.0,0,1,0,1,0,0,72
house,rattan garden,sector 7,1.3,13499.0,Built Up area: 963 (89.47 sq.m.),5,3,2,3.0,,10+ Year Old,963.0,,963.0,,0,0,0,0,0,0,0
flat,shapoorji pallonji joyville gurugram,sector 102,97 Lac,10601.0,Super Built up area 915(85.01 sq.m.),2,2,2,12.0,East,1 to 5 Year Old,,915.0,,,0,0,0,0,0,0,100
house,eros rosewood city,sector 49,3.75,22046.0,Plot area 189(158.03 sq.m.),3,3,1,2.0,South,10+ Year Old,1701.0,,189.0,,0,0,0,1,0,1,6
house,bptp astaire gardens,sector 70a,1.04,7172.0,Carpet area: 1450 (134.71 sq.m.),3,3,3+,2.0,North-East,1 to 5 Year Old,1450.0,,,1450.0,0,0,0,0,1,1,145
house,,sector 23,5.5,13095.0,Plot area 4200(390.19 sq.m.),9,9,3+,3.0,South,5 to 10 Year Old,4200.0,,4200.0,,0,1,0,0,1,1,0
flat,conscient elevate,sector 59,4.02 Crore,17500.0,Carpet area: 2295 (213.21 sq.m.),3,3,1,3.0,,By 2024,,,,2295.0,0,0,0,0,0,0,31
flat,lavanya apartments,sector 81,90 Lac,5056.0,Built Up area: 1780 (165.37 sq.m.),3,3,0,7.0,,undefined,,,1780.0,,0,0,0,0,0,0,0
house,dlf city plots,sector 26,18.0,39841.0,Plot area 502(419.74 sq.m.),6,6,2,3.0,North,10+ Year Old,4518.0,,502.0,,0,1,0,1,1,1,49
flat,supertech araville,sector 79,90 Lac,6950.0,Built Up area: 1295 (120.31 sq.m.),2,2,0,12.0,,undefined,,,1295.0,,0,0,0,0,0,0,0
flat,aardhya homesh,sector 67a,1.85 Crore,8043.0,Carpet area: 2300 (213.68 sq.m.),4,4,0,4.0,East,undefined,,,,2300.0,0,0,0,0,0,0,0
flat,ats tourmaline,sector 109,2.25 Crore,8704.0,Super Built up area 2585(240.15 sq.m.),3,4,3,14.0,North-East,1 to 5 Year Old,,2585.0,,,0,1,0,0,0,0,101
flat,m3m heights,sector 65,1.95 Crore,16000.0,Super Built up area 1261(117.15 sq.m.),2,2,3,16.0,,Under Construction,,1261.0,,,0,0,0,0,0,0,44
flat,sanskriti apartments,sector 43,2.5 Crore,13513.0,Super Built up area 1850(171.87 sq.m.),3,2,3,5.0,East,10+ Year Old,,1850.0,,,1,0,0,0,0,0,0
flat,dnha group housing society,manesar,75 Lac,4518.0,Super Built up area 1660(154.22 sq.m.),3,2,2,5.0,,5 to 10 Year Old,,1660.0,,,0,0,0,0,0,0,0
flat,apna enclave,sector 3,55 Lac,5789.0,Super Built up area 950(88.26 sq.m.)Built Up area: 900 sq.ft. (83.61 sq.m.)Carpet area: 744 sq.ft. (69.12 sq.m.),2,2,2,2.0,North-East,10+ Year Old,,950.0,900.0,744.0,0,0,0,0,0,0,66
flat,puri diplomatic greens,sector 111,3.65 Crore,12372.0,Super Built up area 2950(274.06 sq.m.),4,5,3+,17.0,West,5 to 10 Year Old,,2950.0,,,0,1,0,0,0,1,132
house,,sector 109,1.55,6567.0,Built Up area: 2360 (219.25 sq.m.),3,2,0,1.0,,undefined,2360.0,,2360.0,,0,0,0,0,0,0,0
flat,m3m golfestate,sector 65,5.5 Crore,16959.0,Super Built up area 3243(301.28 sq.m.)Built Up area: 2803 sq.ft. (260.41 sq.m.)Carpet area: 2388 sq.ft. (221.85 sq.m.),3,4,3,3.0,North-East,1 to 5 Year Old,,3243.0,2803.0,2388.0,0,1,0,0,0,0,49
flat,godrej habitat,sector 3,1.35 Crore,12784.0,Built Up area: 1056 (98.11 sq.m.)Carpet area: 912 sq.ft. (84.73 sq.m.),2,2,0,4.0,North-East,undefined,,,1056.0,912.0,0,0,0,0,0,0,60
house,,sohna road,0.95,8920.0,Plot area 1065(98.94 sq.m.),10,10,3+,3.0,,0 to 1 Year Old,1065.0,,1065.0,,0,0,0,0,0,0,0
flat,smart world orchard,sector 61,2.45 Crore,15800.0,Super Built up area 1549(143.91 sq.m.)Carpet area: 939.37 sq.ft. (87.27 sq.m.),3,3,3,3.0,,Within 6 months,,1549.0,,939.37,1,1,0,0,0,0,119
flat,sidhartha ncr one phase,sector 95,90 Lac,4500.0,Built Up area: 2000 (185.81 sq.m.),3,3,1,15.0,,1 to 5 Year Old,,,2000.0,,0,0,0,0,0,0,60
house,bptp visionnaire,sector 70a,4.6,17624.0,Plot area 290(242.48 sq.m.),4,4,3+,3.0,North,5 to 10 Year Old,2610.0,,290.0,,1,1,1,1,0,0,96
flat,zara aavaas,sector 104,49 Lac,6577.0,Super Built up area 745(69.21 sq.m.)Carpet area: 645 sq.ft. (59.92 sq.m.),3,2,2,7.0,,Under Construction,,745.0,,645.0,0,0,0,0,0,0,74
flat,ireo the grand arch,sector 58,3.83 Crore,21577.0,Super Built up area 2164(201.04 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1775 sq.ft. (164.9 sq.m.),3,4,2,10.0,North-East,1 to 5 Year Old,,2164.0,2000.0,1775.0,1,1,0,0,0,1,174
flat,mittal surya vihar,sector 21,80 Lac,7079.0,Carpet area: 1130 (104.98 sq.m.),2,2,2,6.0,,10+ Year Old,,,,1130.0,0,0,0,0,0,0,0
flat,paras dews,sector 106,1.05 Crore,8536.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1345 sq.ft. (124.95 sq.m.)Carpet area: 1230 sq.ft. (114.27 sq.m.),3,4,3+,10.0,North-East,1 to 5 Year Old,,1760.0,1345.0,1230.0,0,1,0,0,0,0,174
flat,adani m2k oyster grande,sector 102,1.8 Crore,9528.0,Super Built up area 1889(175.49 sq.m.),3,4,3,17.0,South-East,1 to 5 Year Old,,1889.0,,,0,1,0,0,0,0,49
flat,umang monsoon breeze,sector 78,1.05 Crore,5666.0,Built Up area: 1853 (172.15 sq.m.)Carpet area: 1390 sq.ft. (129.14 sq.m.),3,3,3,6.0,North,5 to 10 Year Old,,,1853.0,1390.0,0,0,0,0,0,0,0
flat,ild greens,sector 37c,1 Crore,4320.0,Super Built up area 1875(174.19 sq.m.),3,3,3+,5.0,North,Under Construction,,1875.0,,,0,0,0,0,0,0,51
flat,pivotal devaan,sector 84,36.5 Lac,7588.0,Super Built up area 583(54.16 sq.m.)Carpet area: 481 sq.ft. (44.69 sq.m.),2,2,1,9.0,West,1 to 5 Year Old,,583.0,,481.0,0,0,1,0,0,2,80
house,,sector 24,11.0,28898.0,Plot area 3806.45(353.63 sq.m.)Built Up area: 5000 sq.ft. (464.52 sq.m.),8,11,3+,3.0,East,10+ Year Old,3806.0,,5000.0,,1,1,0,1,1,1,39
flat,professors enclave cghs,sector 56,1.55 Crore,7750.0,Super Built up area 2000(185.81 sq.m.),3,3,3+,6.0,East,5 to 10 Year Old,,2000.0,,,0,1,0,0,0,1,49
flat,ats triumph,sector 104,1.83 Crore,7991.0,Super Built up area 2290(212.75 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,4,3+,10.0,North,1 to 5 Year Old,,2290.0,2000.0,1750.0,0,1,0,0,0,0,165
house,dlf city phase 1,sector 26,4.5,33333.0,Plot area 150(125.42 sq.m.),3,3,2,2.0,East,5 to 10 Year Old,1350.0,,150.0,,1,1,0,0,0,0,70
flat,signature global grand iva,sector 103,30 Lac,8290.0,Carpet area: 361.88 (33.62 sq.m.),1,2,2,5.0,,0 to 1 Year Old,,,,361.88231799999994,0,0,0,0,0,0,37
house,,sector 3,0.9,80357.0,Built Up area: 112 (10.41 sq.m.),3,3,0,2.0,,undefined,112.0,,112.0,,0,0,0,0,0,0,0
house,,sector 11,4.5,25000.0,Plot area 200(167.23 sq.m.),16,16,3+,4.0,South,1 to 5 Year Old,1800.0,,200.0,,0,0,0,0,0,1,20
flat,ats kocoon,sector 109,1.68 Crore,9627.0,Super Built up area 1745(162.12 sq.m.),3,3,3,8.0,North-East,1 to 5 Year Old,,1745.0,,,0,0,0,0,0,0,142
house,,sector 4,0.4,8889.0,Plot area 50(41.81 sq.m.),1,1,0,1.0,,5 to 10 Year Old,450.0,,50.0,,0,0,0,0,0,0,0
flat,raheja sampada,sector 92,70 Lac,4453.0,Built Up area: 1572 (146.04 sq.m.),3,3,0,7.0,,undefined,,,1572.0,,0,0,0,0,0,0,0
house,,sector 39,7.0,10000.0,Plot area 350(32.52 sq.m.)Built Up area: 7000 sq.ft. (650.32 sq.m.),10,11,3+,4.0,South-East,1 to 5 Year Old,7000.0,,7000.0,,0,0,0,1,0,2,38
house,,sector 46,6.5,27461.0,Plot area 263(219.9 sq.m.),12,12,3+,4.0,North-West,1 to 5 Year Old,2367.0,,263.0,,1,0,0,1,0,1,32
house,eros rosewood villas,sector 49,2.5,13513.0,Plot area 1530(142.14 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,3,2,2.0,East,5 to 10 Year Old,1850.0,,1900.0,1850.0,0,0,1,1,0,0,59
house,housing board colony,sector 28,5.5,30556.0,Plot area 200(167.23 sq.m.),4,3,3,2.0,North,10+ Year Old,1800.0,,200.0,,0,0,0,1,1,1,22
flat,ambience creacions,sector 22,2.79 Crore,15000.0,Super Built up area 1860(172.8 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,3,3,13.0,East,0 to 1 Year Old,,1860.0,,1300.0,0,0,0,0,0,2,158
flat,hector trimurti heights,sector 39,1.5 Crore,6382.0,Carpet area: 2350 (218.32 sq.m.),4,3,3,10.0,South-East,10+ Year Old,,,,2350.0,0,1,0,0,0,2,49
flat,antriksh heights,sector 84,94.5 Lac,7000.0,Super Built up area 1350(125.42 sq.m.),3,2,3+,10.0,,0 to 1 Year Old,,1350.0,,,1,0,0,0,0,1,89
house,bptp visionnaire,sector 70a,5.25,20115.0,Plot area 290(242.48 sq.m.),5,4,3+,3.0,North-East,0 to 1 Year Old,2610.0,,290.0,,0,1,0,0,0,1,49
flat,raisina residency,sector 59,5 Crore,13058.0,Carpet area: 3829 (355.73 sq.m.),4,4,3+,13.0,North-West,1 to 5 Year Old,,,,3829.0,1,1,1,1,0,1,174
house,,sector 12,2.5,13888.0,Plot area 1800(167.23 sq.m.),9,5,2,1.0,South-East,10+ Year Old,1800.0,,1800.0,,0,0,0,1,0,0,8
house,unitech deerwood chase,sector 50,8.45,235376.0,Plot area 359(33.35 sq.m.),3,3,2,2.0,North-East,10+ Year Old,359.0,,359.0,,1,1,0,0,0,1,102
flat,conscient heritage max,sector 102,2.65 Crore,10375.0,Super Built up area 2554(237.27 sq.m.),4,5,3+,17.0,North,5 to 10 Year Old,,2554.0,,,0,1,0,0,0,0,125
flat,bestech park view sanskruti,sector 92,1.6 Crore,7547.0,Super Built up area 2120(196.95 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,3,10.0,East,1 to 5 Year Old,,2120.0,,1450.0,0,1,0,0,0,1,60
flat,indiabulls enigma,sector 110,3.49 Crore,10264.0,Super Built up area 3400(315.87 sq.m.),4,5,3,7.0,North-West,1 to 5 Year Old,,3400.0,,,0,1,0,0,0,0,165
house,huda plot sector 38,sector 38,4.3,245398.0,Plot area 163(15.14 sq.m.)Built Up area: 145 sq.ft. (13.47 sq.m.),13,13,3+,5.0,North-West,1 to 5 Year Old,175.0,,145.0,,0,0,0,0,0,2,7
flat,emaar palm gardens,sector 83,1.8 Crore,9473.0,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3,3,3,6.0,South,1 to 5 Year Old,,1900.0,,1240.04,0,1,0,0,0,1,97
house,,sector 25,10.0,37037.0,Plot area 2700(250.84 sq.m.)Built Up area: 9500 sq.ft. (882.58 sq.m.)Carpet area: 9000 sq.ft. (836.13 sq.m.),5,5,3+,3.0,East,5 to 10 Year Old,2700.0,,9500.0,9000.0,0,1,0,1,0,2,29
flat,smart world gems,sector 89,1.2 Crore,8432.0,Built Up area: 1423 (132.2 sq.m.),3,3,2,3.0,East,Within 6 months,,,1423.0,,1,0,0,0,1,0,37
flat,sbtl caladium,sector 109,1.68 Crore,6601.0,Super Built up area 2545(236.44 sq.m.),3,3,3+,7.0,East,5 to 10 Year Old,,2545.0,,,0,1,0,0,0,0,134
house,,sector 105,9.9,49500.0,Built Up area: 2000 (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),2,2,2,3.0,North,undefined,2000.0,,2000.0,1800.0,0,0,0,0,0,0,0
flat,bestech park view ananda,sector 81,1.45 Crore,8734.0,Super Built up area 1660(154.22 sq.m.)Carpet area: 1082 sq.ft. (100.52 sq.m.),3,2,3+,3.0,,1 to 5 Year Old,,1660.0,,1082.0,0,0,0,0,1,0,45
flat,suncity vatsal valley,gwal pahari,1.45 Crore,10139.0,Built Up area: 1430 (132.85 sq.m.)Carpet area: 760 sq.ft. (70.61 sq.m.),3,3,3,4.0,,Under Construction,,,1430.0,760.0,0,0,0,0,0,0,49
flat,bptp astaire gardens,sector 70a,1.25 Crore,8771.0,Super Built up area 1425(132.39 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),3,3,2,1.0,South-East,1 to 5 Year Old,,1425.0,1300.0,1200.0,0,0,0,0,1,0,49
flat,chd avenue,sector 71,95 Lac,7917.0,Built Up area: 1200 (111.48 sq.m.),2,2,0,5.0,South,undefined,,,1200.0,,0,0,0,0,0,0,0
house,,sector 5,0.4,8000.0,Built Up area: 500 (46.45 sq.m.)Carpet area: 300 sq.ft. (27.87 sq.m.),2,1,0,1.0,South,undefined,500.0,,500.0,300.0,0,0,0,0,0,0,0
house,,sector 4,0.85,7522.0,Built Up area: 1130 (104.98 sq.m.),3,3,0,1.0,,undefined,1130.0,,1130.0,,0,0,0,0,0,0,0
flat,tulip violet,sector 69,1.78 Crore,8855.0,Super Built up area 2010(186.74 sq.m.),4,4,2,10.0,North-East,1 to 5 Year Old,,2010.0,,,0,0,0,1,0,1,156
flat,m3m heights,sector 65,2 Crore,13957.0,Built Up area: 1433 (133.13 sq.m.)Carpet area: 1000 sq.ft. (92.9 sq.m.),2,2,2,32.0,,undefined,,,1433.0,1000.0,0,0,0,0,0,0,48
flat,emaar mgf emerald estate,sector 65,1.75 Crore,12544.0,Super Built up area 1395(129.6 sq.m.)Carpet area: 809 sq.ft. (75.16 sq.m.),3,3,3,10.0,North-East,1 to 5 Year Old,,1395.0,,809.0,0,1,0,0,0,1,124
flat,emaar mgf palm hills,sector 77,1.09 Crore,5382.0,Super Built up area 2025(188.13 sq.m.),3,4,3+,5.0,South,1 to 5 Year Old,,2025.0,,,0,1,0,0,1,1,167
flat,not applicable,sector 4,42 Lac,5600.0,Carpet area: 750 (69.68 sq.m.),2,2,1,3.0,,1 to 5 Year Old,,,,750.0,0,0,0,0,0,1,26
flat,dlf the skycourt,sector 86,1.54 Crore,9221.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1780 sq.ft. (165.37 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),3,3,3+,15.0,North-West,1 to 5 Year Old,,1929.0,1780.0,1670.0,0,1,0,0,0,0,174
flat,ireo skyon,sector 60,2.5 Crore,16129.0,Super Built up area 1550(144 sq.m.),2,3,2,4.0,North-West,1 to 5 Year Old,,1550.0,,,1,0,0,0,0,0,100
flat,m3m heights,sector 65,3 Crore,18000.0,Super Built up area 1828(169.83 sq.m.),3,3,3,20.0,South-East,By 2024,,1828.0,,,0,0,0,0,0,0,60
flat,ireo skyon,sector 60,3.7 Crore,13214.0,Super Built up area 2800(260.13 sq.m.),4,5,3,10.0,South,1 to 5 Year Old,,2800.0,,,0,1,0,0,0,1,165
flat,emaar mgf the palm drive,sector 66,3.5 Crore,15901.0,Super Built up area 2201(204.48 sq.m.)Built Up area: 2200 sq.ft. (204.39 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3,3,2,4.0,South,1 to 5 Year Old,,2201.0,2200.0,1800.0,1,0,0,0,0,0,89
flat,dlf new town heights,sector 90,1.25 Crore,6476.0,Super Built up area 1930(179.3 sq.m.)Built Up area: 1929 sq.ft. (179.21 sq.m.)Carpet area: 1928 sq.ft. (179.12 sq.m.),3,3,3+,6.0,West,1 to 5 Year Old,,1930.0,1929.0,1928.0,0,1,0,1,0,0,136
flat,tulip ivory,sector 70,2 Crore,8333.0,Super Built up area 2400(222.97 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),4,5,3+,6.0,East,5 to 10 Year Old,,2400.0,,1850.0,0,1,0,0,0,1,95
flat,emaar mgf the palm drive,sector 66,4.6 Crore,18400.0,Super Built up area 3300(306.58 sq.m.)Carpet area: 2500 sq.ft. (232.26 sq.m.),3,3,3,11.0,North,1 to 5 Year Old,,3300.0,,2500.0,1,1,1,1,0,1,131
flat,ramprastha the edge towers,sector 37d,75 Lac,5319.0,Built Up area: 1410 (130.99 sq.m.),2,2,3,19.0,,5 to 10 Year Old,,,1410.0,,0,0,0,0,0,0,63
flat,la vida by tata housing,sector 113,1.38 Crore,12000.0,Super Built up area 1573(146.14 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),2,2,3,8.0,South-West,0 to 1 Year Old,,1573.0,1350.0,1150.0,1,0,0,0,0,0,174
flat,bestech park view grand spa,sector 81,2.35 Crore,8834.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2356 sq.ft. (218.88 sq.m.),3,4,3+,6.0,North-East,1 to 5 Year Old,,2660.0,,2356.0,0,1,0,0,0,1,101
flat,birla navya,sector 63a,3.7 Crore,15416.0,Carpet area: 2400 (222.97 sq.m.),3,3,3+,1.0,North,By 2024,,,,2400.0,0,0,0,0,0,0,72
flat,m3m woodshire,sector 107,1.39 Crore,5887.0,Super Built up area 2361(219.34 sq.m.)Carpet area: 1780 sq.ft. (165.37 sq.m.),3,4,3+,6.0,East,1 to 5 Year Old,,2361.0,,1780.0,0,1,0,1,0,1,174
flat,ansal heights 86,sector 86,67 Lac,5100.0,Super Built up area 1360(126.35 sq.m.),2,2,1,10.0,,1 to 5 Year Old,,1360.0,,,0,0,0,0,0,0,115
flat,signature global grand iva,sector 103,23.5 Lac,6527.0,Carpet area: 360 (33.45 sq.m.),1,1,1,4.0,North-East,1 to 5 Year Old,,,,360.0,0,0,0,0,0,0,23
